
Epoch 0, 25%	 Loss : 9.0498e-04	 RES : 3.3792e-05	 MSE : 4.6059e-04	 REL : 1.0435e+00
Training Epoch 250 :	 Loss : 5.0532e-05 	 RES : 9.4255e-08	 MSE : 2.8955e-05	 REL : 2.5591e-01
Validation Epoch 250 :	 Loss : 5.0301e-05	 RES : 9.3515e-08	 MSE : 2.7612e-05	 REL : 2.5023e-01
Training Epoch 250 finished,took current epoch 188.86s,cumulative time 47301.36s
MODEL SAVED
Learning Rate : 0.001
Epoch 251, 25%	 Loss : 4.9106e-05	 RES : 8.7981e-08	 MSE : 2.5084e-05	 REL : 2.4352e-01
Epoch 251, 50%	 Loss : 4.8761e-05	 RES : 9.1341e-08	 MSE : 2.6829e-05	 REL : 2.5412e-01
Epoch 251, 75%	 Loss : 5.5693e-05	 RES : 1.0492e-07	 MSE : 2.8229e-05	 REL : 2.4632e-01
Training Epoch 251 :	 Loss : 5.0530e-05 	 RES : 9.4167e-08	 MSE : 2.8934e-05	 REL : 2.5582e-01
Validation Epoch 251 :	 Loss : 5.0298e-05	 RES : 9.3376e-08	 MSE : 2.7613e-05	 REL : 2.5023e-01
Training Epoch 251 finished,took current epoch 189.86s,cumulative time 47491.03s
MODEL SAVED
Learning Rate : 0.001
Epoch 252, 25%	 Loss : 4.9105e-05	 RES : 8.7961e-08	 MSE : 2.5109e-05	 REL : 2.4364e-01
Epoch 252, 50%	 Loss : 4.8759e-05	 RES : 9.1282e-08	 MSE : 2.6831e-05	 REL : 2.5413e-01
Epoch 252, 75%	 Loss : 5.5691e-05	 RES : 1.0487e-07	 MSE : 2.8180e-05	 REL : 2.4611e-01
Training Epoch 252 :	 Loss : 5.0527e-05 	 RES : 9.4064e-08	 MSE : 2.8904e-05	 REL : 2.5568e-01
Validation Epoch 252 :	 Loss : 5.0296e-05	 RES : 9.3218e-08	 MSE : 2.7571e-05	 REL : 2.5004e-01
Training Epoch 252 finished,took current epoch 188.67s,cumulative time 47679.50s
MODEL SAVED
Learning Rate : 0.001
Epoch 253, 25%	 Loss : 4.9106e-05	 RES : 8.8160e-08	 MSE : 2.5234e-05	 REL : 2.4425e-01
Epoch 253, 50%	 Loss : 4.8756e-05	 RES : 9.1130e-08	 MSE : 2.6807e-05	 REL : 2.5401e-01
Epoch 253, 75%	 Loss : 5.5688e-05	 RES : 1.0482e-07	 MSE : 2.8115e-05	 REL : 2.4582e-01
Training Epoch 253 :	 Loss : 5.0525e-05 	 RES : 9.3965e-08	 MSE : 2.8877e-05	 REL : 2.5557e-01
Validation Epoch 253 :	 Loss : 5.0292e-05	 RES : 9.3004e-08	 MSE : 2.7543e-05	 REL : 2.4992e-01
Training Epoch 253 finished,took current epoch 188.41s,cumulative time 47867.68s
MODEL SAVED
Learning Rate : 0.001
Epoch 254, 25%	 Loss : 4.9108e-05	 RES : 8.8385e-08	 MSE : 2.5343e-05	 REL : 2.4477e-01
Epoch 254, 50%	 Loss : 4.8753e-05	 RES : 9.0787e-08	 MSE : 2.6754e-05	 REL : 2.5376e-01
Epoch 254, 75%	 Loss : 5.5685e-05	 RES : 1.0480e-07	 MSE : 2.8019e-05	 REL : 2.4540e-01
Training Epoch 254 :	 Loss : 5.0523e-05 	 RES : 9.3847e-08	 MSE : 2.8840e-05	 REL : 2.5540e-01
Validation Epoch 254 :	 Loss : 5.0288e-05	 RES : 9.2665e-08	 MSE : 2.7478e-05	 REL : 2.4963e-01
Training Epoch 254 finished,took current epoch 189.15s,cumulative time 48056.52s
MODEL SAVED
Learning Rate : 0.001
Epoch 255, 25%	 Loss : 4.9111e-05	 RES : 8.8701e-08	 MSE : 2.5484e-05	 REL : 2.4545e-01
Epoch 255, 50%	 Loss : 4.8747e-05	 RES : 9.0196e-08	 MSE : 2.6716e-05	 REL : 2.5358e-01
Epoch 255, 75%	 Loss : 5.5685e-05	 RES : 1.0512e-07	 MSE : 2.7972e-05	 REL : 2.4519e-01
Training Epoch 255 :	 Loss : 5.0519e-05 	 RES : 9.3645e-08	 MSE : 2.8760e-05	 REL : 2.5505e-01
Validation Epoch 255 :	 Loss : 5.0280e-05	 RES : 9.1985e-08	 MSE : 2.7366e-05	 REL : 2.4913e-01
Training Epoch 255 finished,took current epoch 188.86s,cumulative time 48245.17s
MODEL SAVED
Learning Rate : 0.001
Epoch 256, 25%	 Loss : 4.9113e-05	 RES : 8.9122e-08	 MSE : 2.5617e-05	 REL : 2.4609e-01
Epoch 256, 50%	 Loss : 4.8743e-05	 RES : 8.9246e-08	 MSE : 2.7240e-05	 REL : 2.5606e-01
Epoch 256, 75%	 Loss : 5.5691e-05	 RES : 1.0574e-07	 MSE : 2.8054e-05	 REL : 2.4556e-01
Training Epoch 256 :	 Loss : 5.0514e-05 	 RES : 9.3285e-08	 MSE : 2.8604e-05	 REL : 2.5437e-01
Validation Epoch 256 :	 Loss : 5.0273e-05	 RES : 9.1076e-08	 MSE : 2.7460e-05	 REL : 2.4960e-01
Training Epoch 256 finished,took current epoch 189.04s,cumulative time 48433.91s
MODEL SAVED
Learning Rate : 0.001
Epoch 257, 25%	 Loss : 4.9090e-05	 RES : 8.6959e-08	 MSE : 2.4684e-05	 REL : 2.4157e-01
Epoch 257, 50%	 Loss : 4.8759e-05	 RES : 9.0026e-08	 MSE : 2.8645e-05	 REL : 2.6258e-01
Epoch 257, 75%	 Loss : 5.5709e-05	 RES : 1.0767e-07	 MSE : 2.8572e-05	 REL : 2.4781e-01
Training Epoch 257 :	 Loss : 5.0512e-05 	 RES : 9.3106e-08	 MSE : 2.8598e-05	 REL : 2.5438e-01
Validation Epoch 257 :	 Loss : 5.0271e-05	 RES : 9.0867e-08	 MSE : 2.7668e-05	 REL : 2.5057e-01
Training Epoch 257 finished,took current epoch 189.03s,cumulative time 48622.74s
MODEL SAVED
Learning Rate : 0.001
Epoch 258, 25%	 Loss : 4.9088e-05	 RES : 8.6390e-08	 MSE : 2.4483e-05	 REL : 2.4058e-01
Epoch 258, 50%	 Loss : 4.8752e-05	 RES : 8.9766e-08	 MSE : 2.8080e-05	 REL : 2.5997e-01
Epoch 258, 75%	 Loss : 5.5726e-05	 RES : 1.0935e-07	 MSE : 2.8959e-05	 REL : 2.4949e-01
Training Epoch 258 :	 Loss : 5.0515e-05 	 RES : 9.3389e-08	 MSE : 2.8775e-05	 REL : 2.5517e-01
Validation Epoch 258 :	 Loss : 5.0272e-05	 RES : 9.0878e-08	 MSE : 2.7637e-05	 REL : 2.5042e-01
Training Epoch 258 finished,took current epoch 189.11s,cumulative time 48811.74s
Learning Rate : 0.001
Epoch 259, 25%	 Loss : 4.9086e-05	 RES : 8.6525e-08	 MSE : 2.4605e-05	 REL : 2.4118e-01
Epoch 259, 50%	 Loss : 4.8749e-05	 RES : 8.9877e-08	 MSE : 2.8091e-05	 REL : 2.6003e-01
Epoch 259, 75%	 Loss : 5.5710e-05	 RES : 1.0833e-07	 MSE : 2.8768e-05	 REL : 2.4866e-01
Training Epoch 259 :	 Loss : 5.0512e-05 	 RES : 9.3296e-08	 MSE : 2.8776e-05	 REL : 2.5517e-01
Validation Epoch 259 :	 Loss : 5.0271e-05	 RES : 9.0993e-08	 MSE : 2.7368e-05	 REL : 2.4918e-01
Training Epoch 259 finished,took current epoch 188.40s,cumulative time 49000.03s
Learning Rate : 0.001
Epoch 260, 25%	 Loss : 4.9084e-05	 RES : 8.6344e-08	 MSE : 2.4578e-05	 REL : 2.4105e-01
Epoch 260, 50%	 Loss : 4.8746e-05	 RES : 8.9948e-08	 MSE : 2.7637e-05	 REL : 2.5792e-01
Epoch 260, 75%	 Loss : 5.5704e-05	 RES : 1.0796e-07	 MSE : 2.8576e-05	 REL : 2.4783e-01
Training Epoch 260 :	 Loss : 5.0510e-05 	 RES : 9.3212e-08	 MSE : 2.8731e-05	 REL : 2.5497e-01
Validation Epoch 260 :	 Loss : 5.0271e-05	 RES : 9.0979e-08	 MSE : 2.7324e-05	 REL : 2.4897e-01
Training Epoch 260 finished,took current epoch 189.25s,cumulative time 49189.19s
Learning Rate : 0.001
Epoch 261, 25%	 Loss : 4.9075e-05	 RES : 8.5856e-08	 MSE : 2.4416e-05	 REL : 2.4025e-01
Epoch 261, 50%	 Loss : 4.8747e-05	 RES : 9.0149e-08	 MSE : 2.7569e-05	 REL : 2.5760e-01
Epoch 261, 75%	 Loss : 5.5700e-05	 RES : 1.0753e-07	 MSE : 2.8359e-05	 REL : 2.4689e-01
Training Epoch 261 :	 Loss : 5.0508e-05 	 RES : 9.3105e-08	 MSE : 2.8670e-05	 REL : 2.5470e-01
Validation Epoch 261 :	 Loss : 5.0267e-05	 RES : 9.0795e-08	 MSE : 2.7380e-05	 REL : 2.4924e-01
Training Epoch 261 finished,took current epoch 189.18s,cumulative time 49378.09s
MODEL SAVED
Learning Rate : 0.001
Epoch 262, 25%	 Loss : 4.9066e-05	 RES : 8.5223e-08	 MSE : 2.4192e-05	 REL : 2.3915e-01
Epoch 262, 50%	 Loss : 4.8745e-05	 RES : 8.9983e-08	 MSE : 2.7680e-05	 REL : 2.5812e-01
Epoch 262, 75%	 Loss : 5.5699e-05	 RES : 1.0750e-07	 MSE : 2.8374e-05	 REL : 2.4695e-01
Training Epoch 262 :	 Loss : 5.0506e-05 	 RES : 9.3014e-08	 MSE : 2.8649e-05	 REL : 2.5461e-01
Validation Epoch 262 :	 Loss : 5.0265e-05	 RES : 9.0659e-08	 MSE : 2.7395e-05	 REL : 2.4931e-01
Training Epoch 262 finished,took current epoch 188.54s,cumulative time 49566.42s
MODEL SAVED
Learning Rate : 0.001
Epoch 263, 25%	 Loss : 4.9064e-05	 RES : 8.5166e-08	 MSE : 2.4169e-05	 REL : 2.3904e-01
Epoch 263, 50%	 Loss : 4.8743e-05	 RES : 8.9836e-08	 MSE : 2.7751e-05	 REL : 2.5845e-01
Epoch 263, 75%	 Loss : 5.5696e-05	 RES : 1.0733e-07	 MSE : 2.8368e-05	 REL : 2.4693e-01
Training Epoch 263 :	 Loss : 5.0504e-05 	 RES : 9.2925e-08	 MSE : 2.8636e-05	 REL : 2.5455e-01
Validation Epoch 263 :	 Loss : 5.0262e-05	 RES : 9.0599e-08	 MSE : 2.7379e-05	 REL : 2.4924e-01
Training Epoch 263 finished,took current epoch 189.07s,cumulative time 49755.30s
MODEL SAVED
Learning Rate : 0.001
Epoch 264, 25%	 Loss : 4.9062e-05	 RES : 8.5081e-08	 MSE : 2.4166e-05	 REL : 2.3902e-01
Epoch 264, 50%	 Loss : 4.8741e-05	 RES : 8.9684e-08	 MSE : 2.7713e-05	 REL : 2.5827e-01
Epoch 264, 75%	 Loss : 5.5694e-05	 RES : 1.0731e-07	 MSE : 2.8390e-05	 REL : 2.4702e-01
Training Epoch 264 :	 Loss : 5.0502e-05 	 RES : 9.2833e-08	 MSE : 2.8618e-05	 REL : 2.5447e-01
Validation Epoch 264 :	 Loss : 5.0260e-05	 RES : 9.0504e-08	 MSE : 2.7345e-05	 REL : 2.4909e-01
Training Epoch 264 finished,took current epoch 189.20s,cumulative time 49944.18s
MODEL SAVED
Learning Rate : 0.001
Epoch 265, 25%	 Loss : 4.9062e-05	 RES : 8.5120e-08	 MSE : 2.4198e-05	 REL : 2.3918e-01
Epoch 265, 50%	 Loss : 4.8739e-05	 RES : 8.9601e-08	 MSE : 2.7707e-05	 REL : 2.5824e-01
Epoch 265, 75%	 Loss : 5.5690e-05	 RES : 1.0710e-07	 MSE : 2.8334e-05	 REL : 2.4678e-01
Training Epoch 265 :	 Loss : 5.0500e-05 	 RES : 9.2744e-08	 MSE : 2.8595e-05	 REL : 2.5437e-01
Validation Epoch 265 :	 Loss : 5.0258e-05	 RES : 9.0411e-08	 MSE : 2.7326e-05	 REL : 2.4900e-01
Training Epoch 265 finished,took current epoch 189.39s,cumulative time 50133.36s
MODEL SAVED
Learning Rate : 0.001
Epoch 266, 25%	 Loss : 4.9060e-05	 RES : 8.5071e-08	 MSE : 2.4166e-05	 REL : 2.3902e-01
Epoch 266, 50%	 Loss : 4.8738e-05	 RES : 8.9520e-08	 MSE : 2.7673e-05	 REL : 2.5808e-01
Epoch 266, 75%	 Loss : 5.5688e-05	 RES : 1.0711e-07	 MSE : 2.8321e-05	 REL : 2.4672e-01
Training Epoch 266 :	 Loss : 5.0498e-05 	 RES : 9.2665e-08	 MSE : 2.8573e-05	 REL : 2.5427e-01
Validation Epoch 266 :	 Loss : 5.0256e-05	 RES : 9.0312e-08	 MSE : 2.7309e-05	 REL : 2.4893e-01
Training Epoch 266 finished,took current epoch 189.06s,cumulative time 50322.18s
MODEL SAVED
Learning Rate : 0.001
Epoch 267, 25%	 Loss : 4.9059e-05	 RES : 8.5106e-08	 MSE : 2.4176e-05	 REL : 2.3907e-01
Epoch 267, 50%	 Loss : 4.8734e-05	 RES : 8.9395e-08	 MSE : 2.7675e-05	 REL : 2.5809e-01
Epoch 267, 75%	 Loss : 5.5684e-05	 RES : 1.0688e-07	 MSE : 2.8287e-05	 REL : 2.4657e-01
Training Epoch 267 :	 Loss : 5.0496e-05 	 RES : 9.2586e-08	 MSE : 2.8556e-05	 REL : 2.5419e-01
Validation Epoch 267 :	 Loss : 5.0254e-05	 RES : 9.0216e-08	 MSE : 2.7278e-05	 REL : 2.4878e-01
Training Epoch 267 finished,took current epoch 188.82s,cumulative time 50510.79s
MODEL SAVED
Learning Rate : 0.001
Epoch 268, 25%	 Loss : 4.9056e-05	 RES : 8.4948e-08	 MSE : 2.4132e-05	 REL : 2.3885e-01
Epoch 268, 50%	 Loss : 4.8732e-05	 RES : 8.9252e-08	 MSE : 2.7617e-05	 REL : 2.5782e-01
Epoch 268, 75%	 Loss : 5.5680e-05	 RES : 1.0684e-07	 MSE : 2.8275e-05	 REL : 2.4652e-01
Training Epoch 268 :	 Loss : 5.0494e-05 	 RES : 9.2492e-08	 MSE : 2.8526e-05	 REL : 2.5406e-01
Validation Epoch 268 :	 Loss : 5.0252e-05	 RES : 9.0133e-08	 MSE : 2.7256e-05	 REL : 2.4868e-01
Training Epoch 268 finished,took current epoch 189.26s,cumulative time 50699.86s
MODEL SAVED
Learning Rate : 0.001
Epoch 269, 25%	 Loss : 4.9055e-05	 RES : 8.4927e-08	 MSE : 2.4142e-05	 REL : 2.3890e-01
Epoch 269, 50%	 Loss : 4.8729e-05	 RES : 8.9150e-08	 MSE : 2.7557e-05	 REL : 2.5754e-01
Epoch 269, 75%	 Loss : 5.5677e-05	 RES : 1.0677e-07	 MSE : 2.8273e-05	 REL : 2.4651e-01
Training Epoch 269 :	 Loss : 5.0492e-05 	 RES : 9.2406e-08	 MSE : 2.8503e-05	 REL : 2.5396e-01
Validation Epoch 269 :	 Loss : 5.0250e-05	 RES : 9.0042e-08	 MSE : 2.7240e-05	 REL : 2.4861e-01
Training Epoch 269 finished,took current epoch 188.96s,cumulative time 50888.63s
MODEL SAVED
Learning Rate : 0.001
Epoch 270, 25%	 Loss : 4.9054e-05	 RES : 8.4900e-08	 MSE : 2.4137e-05	 REL : 2.3888e-01
Epoch 270, 50%	 Loss : 4.8726e-05	 RES : 8.9030e-08	 MSE : 2.7498e-05	 REL : 2.5727e-01
Epoch 270, 75%	 Loss : 5.5674e-05	 RES : 1.0666e-07	 MSE : 2.8234e-05	 REL : 2.4634e-01
Training Epoch 270 :	 Loss : 5.0490e-05 	 RES : 9.2316e-08	 MSE : 2.8475e-05	 REL : 2.5383e-01
Validation Epoch 270 :	 Loss : 5.0248e-05	 RES : 8.9969e-08	 MSE : 2.7210e-05	 REL : 2.4847e-01
Training Epoch 270 finished,took current epoch 189.13s,cumulative time 51077.38s
MODEL SAVED
Learning Rate : 0.001
Epoch 271, 25%	 Loss : 4.9052e-05	 RES : 8.4828e-08	 MSE : 2.4107e-05	 REL : 2.3873e-01
Epoch 271, 50%	 Loss : 4.8723e-05	 RES : 8.8893e-08	 MSE : 2.7486e-05	 REL : 2.5721e-01
Epoch 271, 75%	 Loss : 5.5672e-05	 RES : 1.0657e-07	 MSE : 2.8221e-05	 REL : 2.4629e-01
Training Epoch 271 :	 Loss : 5.0488e-05 	 RES : 9.2224e-08	 MSE : 2.8451e-05	 REL : 2.5373e-01
Validation Epoch 271 :	 Loss : 5.0246e-05	 RES : 8.9869e-08	 MSE : 2.7184e-05	 REL : 2.4836e-01
Training Epoch 271 finished,took current epoch 188.36s,cumulative time 51265.53s
MODEL SAVED
Learning Rate : 0.001
Epoch 272, 25%	 Loss : 4.9051e-05	 RES : 8.4814e-08	 MSE : 2.4124e-05	 REL : 2.3881e-01
Epoch 272, 50%	 Loss : 4.8721e-05	 RES : 8.8757e-08	 MSE : 2.7403e-05	 REL : 2.5682e-01
Epoch 272, 75%	 Loss : 5.5670e-05	 RES : 1.0655e-07	 MSE : 2.8190e-05	 REL : 2.4615e-01
Training Epoch 272 :	 Loss : 5.0487e-05 	 RES : 9.2138e-08	 MSE : 2.8425e-05	 REL : 2.5361e-01
Validation Epoch 272 :	 Loss : 5.0245e-05	 RES : 8.9798e-08	 MSE : 2.7143e-05	 REL : 2.4817e-01
Training Epoch 272 finished,took current epoch 188.97s,cumulative time 51454.32s
MODEL SAVED
Learning Rate : 0.001
Epoch 273, 25%	 Loss : 4.9049e-05	 RES : 8.4637e-08	 MSE : 2.4098e-05	 REL : 2.3869e-01
Epoch 273, 50%	 Loss : 4.8719e-05	 RES : 8.8658e-08	 MSE : 2.7391e-05	 REL : 2.5677e-01
Epoch 273, 75%	 Loss : 5.5668e-05	 RES : 1.0642e-07	 MSE : 2.8159e-05	 REL : 2.4602e-01
Training Epoch 273 :	 Loss : 5.0485e-05 	 RES : 9.2045e-08	 MSE : 2.8396e-05	 REL : 2.5348e-01
Validation Epoch 273 :	 Loss : 5.0243e-05	 RES : 8.9697e-08	 MSE : 2.7117e-05	 REL : 2.4805e-01
Training Epoch 273 finished,took current epoch 188.66s,cumulative time 51642.79s
MODEL SAVED
Learning Rate : 0.001
Epoch 274, 25%	 Loss : 4.9047e-05	 RES : 8.4543e-08	 MSE : 2.4089e-05	 REL : 2.3864e-01
Epoch 274, 50%	 Loss : 4.8717e-05	 RES : 8.8519e-08	 MSE : 2.7324e-05	 REL : 2.5645e-01
Epoch 274, 75%	 Loss : 5.5666e-05	 RES : 1.0637e-07	 MSE : 2.8116e-05	 REL : 2.4583e-01
Training Epoch 274 :	 Loss : 5.0483e-05 	 RES : 9.1954e-08	 MSE : 2.8370e-05	 REL : 2.5336e-01
Validation Epoch 274 :	 Loss : 5.0242e-05	 RES : 8.9607e-08	 MSE : 2.7098e-05	 REL : 2.4796e-01
Training Epoch 274 finished,took current epoch 189.25s,cumulative time 51831.90s
MODEL SAVED
Learning Rate : 0.001
Epoch 275, 25%	 Loss : 4.9047e-05	 RES : 8.4562e-08	 MSE : 2.4098e-05	 REL : 2.3869e-01
Epoch 275, 50%	 Loss : 4.8715e-05	 RES : 8.8421e-08	 MSE : 2.7296e-05	 REL : 2.5632e-01
Epoch 275, 75%	 Loss : 5.5663e-05	 RES : 1.0615e-07	 MSE : 2.8059e-05	 REL : 2.4558e-01
Training Epoch 275 :	 Loss : 5.0481e-05 	 RES : 9.1856e-08	 MSE : 2.8339e-05	 REL : 2.5322e-01
Validation Epoch 275 :	 Loss : 5.0239e-05	 RES : 8.9530e-08	 MSE : 2.7046e-05	 REL : 2.4772e-01
Training Epoch 275 finished,took current epoch 189.90s,cumulative time 52021.59s
MODEL SAVED
Learning Rate : 0.001
Epoch 276, 25%	 Loss : 4.9044e-05	 RES : 8.4400e-08	 MSE : 2.4053e-05	 REL : 2.3846e-01
Epoch 276, 50%	 Loss : 4.8713e-05	 RES : 8.8340e-08	 MSE : 2.7252e-05	 REL : 2.5611e-01
Epoch 276, 75%	 Loss : 5.5661e-05	 RES : 1.0610e-07	 MSE : 2.8054e-05	 REL : 2.4556e-01
Training Epoch 276 :	 Loss : 5.0479e-05 	 RES : 9.1769e-08	 MSE : 2.8315e-05	 REL : 2.5311e-01
Validation Epoch 276 :	 Loss : 5.0237e-05	 RES : 8.9420e-08	 MSE : 2.7037e-05	 REL : 2.4768e-01
Training Epoch 276 finished,took current epoch 188.05s,cumulative time 52209.49s
MODEL SAVED
Learning Rate : 0.001
Epoch 277, 25%	 Loss : 4.9042e-05	 RES : 8.4326e-08	 MSE : 2.4032e-05	 REL : 2.3836e-01
Epoch 277, 50%	 Loss : 4.8711e-05	 RES : 8.8241e-08	 MSE : 2.7213e-05	 REL : 2.5593e-01
Epoch 277, 75%	 Loss : 5.5659e-05	 RES : 1.0597e-07	 MSE : 2.7999e-05	 REL : 2.4532e-01
Training Epoch 277 :	 Loss : 5.0477e-05 	 RES : 9.1681e-08	 MSE : 2.8284e-05	 REL : 2.5298e-01
Validation Epoch 277 :	 Loss : 5.0236e-05	 RES : 8.9321e-08	 MSE : 2.6986e-05	 REL : 2.4745e-01
Training Epoch 277 finished,took current epoch 189.56s,cumulative time 52398.86s
MODEL SAVED
Learning Rate : 0.001
Epoch 278, 25%	 Loss : 4.9041e-05	 RES : 8.4298e-08	 MSE : 2.4033e-05	 REL : 2.3836e-01
Epoch 278, 50%	 Loss : 4.8707e-05	 RES : 8.8067e-08	 MSE : 2.7136e-05	 REL : 2.5557e-01
Epoch 278, 75%	 Loss : 5.5656e-05	 RES : 1.0583e-07	 MSE : 2.7952e-05	 REL : 2.4511e-01
Training Epoch 278 :	 Loss : 5.0475e-05 	 RES : 9.1595e-08	 MSE : 2.8259e-05	 REL : 2.5286e-01
Validation Epoch 278 :	 Loss : 5.0233e-05	 RES : 8.9237e-08	 MSE : 2.6947e-05	 REL : 2.4727e-01
Training Epoch 278 finished,took current epoch 189.60s,cumulative time 52588.25s
MODEL SAVED
Learning Rate : 0.001
Epoch 279, 25%	 Loss : 4.9039e-05	 RES : 8.4232e-08	 MSE : 2.4002e-05	 REL : 2.3821e-01
Epoch 279, 50%	 Loss : 4.8704e-05	 RES : 8.7925e-08	 MSE : 2.7070e-05	 REL : 2.5526e-01
Epoch 279, 75%	 Loss : 5.5654e-05	 RES : 1.0578e-07	 MSE : 2.7935e-05	 REL : 2.4504e-01
Training Epoch 279 :	 Loss : 5.0473e-05 	 RES : 9.1496e-08	 MSE : 2.8225e-05	 REL : 2.5271e-01
Validation Epoch 279 :	 Loss : 5.0232e-05	 RES : 8.9126e-08	 MSE : 2.6911e-05	 REL : 2.4710e-01
Training Epoch 279 finished,took current epoch 188.76s,cumulative time 52776.81s
MODEL SAVED
Learning Rate : 0.001
Epoch 280, 25%	 Loss : 4.9038e-05	 RES : 8.4249e-08	 MSE : 2.3995e-05	 REL : 2.3818e-01
Epoch 280, 50%	 Loss : 4.8701e-05	 RES : 8.7808e-08	 MSE : 2.7031e-05	 REL : 2.5507e-01
Epoch 280, 75%	 Loss : 5.5650e-05	 RES : 1.0553e-07	 MSE : 2.7872e-05	 REL : 2.4476e-01
Training Epoch 280 :	 Loss : 5.0472e-05 	 RES : 9.1413e-08	 MSE : 2.8199e-05	 REL : 2.5259e-01
Validation Epoch 280 :	 Loss : 5.0230e-05	 RES : 8.9044e-08	 MSE : 2.6884e-05	 REL : 2.4698e-01
Training Epoch 280 finished,took current epoch 189.58s,cumulative time 52966.21s
MODEL SAVED
Learning Rate : 0.001
Epoch 281, 25%	 Loss : 4.9038e-05	 RES : 8.4289e-08	 MSE : 2.4026e-05	 REL : 2.3833e-01
Epoch 281, 50%	 Loss : 4.8698e-05	 RES : 8.7682e-08	 MSE : 2.6975e-05	 REL : 2.5481e-01
Epoch 281, 75%	 Loss : 5.5648e-05	 RES : 1.0542e-07	 MSE : 2.7822e-05	 REL : 2.4454e-01
Training Epoch 281 :	 Loss : 5.0470e-05 	 RES : 9.1316e-08	 MSE : 2.8167e-05	 REL : 2.5245e-01
Validation Epoch 281 :	 Loss : 5.0228e-05	 RES : 8.8944e-08	 MSE : 2.6870e-05	 REL : 2.4691e-01
Training Epoch 281 finished,took current epoch 189.52s,cumulative time 53155.55s
MODEL SAVED
Learning Rate : 0.001
Epoch 282, 25%	 Loss : 4.9036e-05	 RES : 8.4226e-08	 MSE : 2.4005e-05	 REL : 2.3822e-01
Epoch 282, 50%	 Loss : 4.8694e-05	 RES : 8.7571e-08	 MSE : 2.6942e-05	 REL : 2.5465e-01
Epoch 282, 75%	 Loss : 5.5646e-05	 RES : 1.0537e-07	 MSE : 2.7798e-05	 REL : 2.4443e-01
Training Epoch 282 :	 Loss : 5.0468e-05 	 RES : 9.1219e-08	 MSE : 2.8135e-05	 REL : 2.5231e-01
Validation Epoch 282 :	 Loss : 5.0226e-05	 RES : 8.8824e-08	 MSE : 2.6822e-05	 REL : 2.4669e-01
Training Epoch 282 finished,took current epoch 188.99s,cumulative time 53344.37s
MODEL SAVED
Learning Rate : 0.001
Epoch 283, 25%	 Loss : 4.9034e-05	 RES : 8.4106e-08	 MSE : 2.3975e-05	 REL : 2.3808e-01
Epoch 283, 50%	 Loss : 4.8690e-05	 RES : 8.7451e-08	 MSE : 2.6887e-05	 REL : 2.5439e-01
Epoch 283, 75%	 Loss : 5.5643e-05	 RES : 1.0523e-07	 MSE : 2.7797e-05	 REL : 2.4443e-01
Training Epoch 283 :	 Loss : 5.0466e-05 	 RES : 9.1130e-08	 MSE : 2.8109e-05	 REL : 2.5219e-01
Validation Epoch 283 :	 Loss : 5.0224e-05	 RES : 8.8719e-08	 MSE : 2.6794e-05	 REL : 2.4656e-01
Training Epoch 283 finished,took current epoch 188.80s,cumulative time 53533.01s
MODEL SAVED
Learning Rate : 0.001
Epoch 284, 25%	 Loss : 4.9031e-05	 RES : 8.3943e-08	 MSE : 2.3932e-05	 REL : 2.3786e-01
Epoch 284, 50%	 Loss : 4.8686e-05	 RES : 8.7322e-08	 MSE : 2.6843e-05	 REL : 2.5418e-01
Epoch 284, 75%	 Loss : 5.5640e-05	 RES : 1.0508e-07	 MSE : 2.7736e-05	 REL : 2.4416e-01
Training Epoch 284 :	 Loss : 5.0464e-05 	 RES : 9.1029e-08	 MSE : 2.8073e-05	 REL : 2.5203e-01
Validation Epoch 284 :	 Loss : 5.0221e-05	 RES : 8.8609e-08	 MSE : 2.6750e-05	 REL : 2.4635e-01
Training Epoch 284 finished,took current epoch 188.89s,cumulative time 53721.75s
MODEL SAVED
Learning Rate : 0.001
Epoch 285, 25%	 Loss : 4.9028e-05	 RES : 8.3849e-08	 MSE : 2.3923e-05	 REL : 2.3782e-01
Epoch 285, 50%	 Loss : 4.8684e-05	 RES : 8.7203e-08	 MSE : 2.6789e-05	 REL : 2.5393e-01
Epoch 285, 75%	 Loss : 5.5637e-05	 RES : 1.0487e-07	 MSE : 2.7687e-05	 REL : 2.4395e-01
Training Epoch 285 :	 Loss : 5.0462e-05 	 RES : 9.0940e-08	 MSE : 2.8044e-05	 REL : 2.5190e-01
Validation Epoch 285 :	 Loss : 5.0219e-05	 RES : 8.8527e-08	 MSE : 2.6731e-05	 REL : 2.4627e-01
Training Epoch 285 finished,took current epoch 188.53s,cumulative time 53910.10s
MODEL SAVED
Learning Rate : 0.001
Epoch 286, 25%	 Loss : 4.9026e-05	 RES : 8.3709e-08	 MSE : 2.3894e-05	 REL : 2.3767e-01
Epoch 286, 50%	 Loss : 4.8682e-05	 RES : 8.7107e-08	 MSE : 2.6748e-05	 REL : 2.5373e-01
Epoch 286, 75%	 Loss : 5.5636e-05	 RES : 1.0476e-07	 MSE : 2.7661e-05	 REL : 2.4383e-01
Training Epoch 286 :	 Loss : 5.0460e-05 	 RES : 9.0846e-08	 MSE : 2.8014e-05	 REL : 2.5176e-01
Validation Epoch 286 :	 Loss : 5.0218e-05	 RES : 8.8437e-08	 MSE : 2.6720e-05	 REL : 2.4622e-01
Training Epoch 286 finished,took current epoch 188.08s,cumulative time 54098.04s
